m,b,t,c
10,10,3789.9,0.010443948
10,10,2742.8,0.007558422
10,10,9279.1,0.025570712
10,10,7432,0.0204806
10,10,1406.2,0.00387511
10,10,5498.9,0.015153494
10,11,756.3,0.00208416
10,11,3875.7,0.01068039
10,11,3215.8,0.008861883
10,11,28841.8,0.079480269
10,11,3140.2,0.008653549
10,11,8636.7,0.02380043
10,11,3857.4,0.01062996
10,11,623,0.001716821
10,11,2082.6,0.005739087
10,11,3342.6,0.00921131
10,12,9839.5,0.027115024
10,12,4039.1,0.011130677
10,12,118.5,0.000326554
10,12,2275.4,0.006270392
10,12,21051.4,0.058012015
10,12,3562.5,0.009817295
10,12,4346.9,0.011978891
10,12,1623.8,0.004474757
10,12,14771.3,0.040705743
10,12,10170.2,0.028026345
10,13,10333.4,0.02847608
10,13,15529.7,0.04279569
10,13,727.4,0.002004519
10,13,2560.9,0.007057154
10,13,14646.3,0.040361276
10,13,11553.5,0.031838349
10,13,7447.6,0.020523589
10,13,2819.3,0.007769235
10,13,778.2,0.002144511
10,13,629.9,0.001735836
10,14,8161.6,0.022491182
10,14,1192,0.003284832
10,14,13637.9,0.037582396
10,14,6223.8,0.017151124
10,14,9531.7,0.02626681
10,14,9216.1,0.025397101
10,14,1032.5,0.002845293
10,14,3375.3,0.009301422
10,14,17391.2,0.047925485
10,14,2095.5,0.005774636
11,1,10075.90909,0.030543155
11,1,1796.181818,0.005444775
11,1,4461.363636,0.013523754
11,1,2603.363636,0.00789159
11,1,3799.363636,0.01151703
11,1,1608.545455,0.004875992
11,1,36972.54545,0.112075066
11,1,2774.727273,0.008411045
11,1,7917.454545,0.02400022
11,1,3526.909091,0.010691138
11,2,6379.181818,0.019337246
11,2,7359.454545,0.022308752
11,2,744,0.002255291
11,2,2634.727273,0.007986662
11,2,7824.909091,0.023719687
11,2,2126.727273,0.006446759
11,2,810,0.002455357
11,2,2493.818182,0.007559524
11,2,9600.090909,0.029100805
11,2,25097.54545,0.076078318
11,3,1197.545455,0.003630126
11,3,10647.63636,0.032276235
11,3,19816.81818,0.060070822
11,3,10982.18182,0.033290344
11,3,23657.90909,0.071714341
11,3,868,0.002631173
11,3,917.0909091,0.002779982
11,3,6011.818182,0.018223655
11,3,7486.272727,0.022693177
11,3,795,0.002409888
11,4,669.9090909,0.002030699
11,4,4612.818182,0.013982859
11,4,11206.90909,0.033971561
11,4,6709.090909,0.020337302
11,4,1279.454545,0.003878417
11,4,7478.454545,0.022669478
11,4,18117.09091,0.05491843
11,4,15019.45455,0.045528549
11,4,933.0909091,0.002828483
11,4,593.2727273,0.001798391
11,5,5168.090909,0.01566606
11,5,699.3636364,0.002119985
11,5,8606.909091,0.026090168
11,5,23197,0.070317185
11,5,6890.363636,0.020886795
11,5,9653.454545,0.029262566
11,5,11725.81818,0.035544533
11,5,9344.454545,0.028325893
11,5,10088.72727,0.030582011
11,5,1621.090909,0.004914021
11,6,4914.090909,0.014896109
11,6,23649.27273,0.071688161
11,6,9479.090909,0.028734017
11,6,7767.545455,0.0235458
11,6,89.45454545,0.000271164
11,6,1906,0.005777668
11,6,26958.36364,0.081719026
11,6,2814.727273,0.008532297
11,6,22332.63636,0.067697035
11,6,1499.636364,0.004545855
11,7,13128.27273,0.0397958
11,7,9397.363636,0.028486276
11,7,808.4545455,0.002450672
11,7,299.8181818,0.00090884
11,7,7326.454545,0.022208719
11,7,1002,0.003037368
11,7,577.8181818,0.001751543
11,7,18122.45455,0.054934689
11,7,7309.727273,0.022158014
11,7,4782.636364,0.01449763
11,8,9672.818182,0.029321263
11,8,7800.818182,0.02364666
11,8,3675.909091,0.011142802
11,8,531.4545455,0.001611001
11,8,44495.09091,0.134878197
11,8,9980.454545,0.030253803
11,8,2240,0.006790123
11,8,6754.090909,0.02047371
11,8,1620.090909,0.00491099
11,8,1514.363636,0.004590498
11,9,6786.818182,0.020572917
11,9,7204.727273,0.021839727
11,9,6072.272727,0.018406911
11,9,3081.545455,0.009341104
11,9,239.2727273,0.000725309
11,9,3529.454545,0.010698854
11,9,934,0.002831239
11,9,54.54545455,0.000165344
11,9,7574.454545,0.022960483
11,9,12276.36364,0.037213404
11,10,15652,0.047445988
11,10,689.0909091,0.002088845
11,10,5631.727273,0.017071484
11,10,464.0909091,0.001406801
11,10,1777.181818,0.00538718
11,10,522.4545455,0.001583719
11,10,1137.454545,0.003447972
11,10,8270.181818,0.025069444
11,10,2153.272727,0.006527227
11,10,1107.545455,0.003357308
11,11,5573.454545,0.016894841
11,11,11744.72727,0.035601852
11,11,5974,0.018109017
11,11,18724.18182,0.056758708
11,11,776,0.002352293
11,11,8040.545455,0.024373347
11,11,33064.72727,0.100229277
11,11,36109.72727,0.109459601
11,11,5184.090909,0.015714561
11,11,1787.090909,0.005417218
11,12,4351.636364,0.013191138
11,12,4944.909091,0.014989528
11,12,17950.72727,0.054414131
11,12,15736.45455,0.047701995
11,12,3165.272727,0.009594907
11,12,109.6363636,0.000332341
11,12,739.1818182,0.002240686
11,12,3627.636364,0.010996473
11,12,8539.909091,0.02588707
11,12,16891.63636,0.051203704
11,13,3343.090909,0.010133929
11,13,22384.81818,0.067855214
11,13,3220.272727,0.009761629
11,13,14043.45455,0.042569996
11,13,4025.818182,0.012203483
11,13,1699.454545,0.005151565
11,13,7658.727273,0.023215939
11,13,6587.090909,0.019967482
11,13,8064.909091,0.0244472
11,13,5352.545455,0.016225198
11,14,777.4545455,0.002356702
11,14,2005.181818,0.006078318
11,14,2177.181818,0.006599702
11,14,1451.909091,0.004401179
11,14,11969.63636,0.03628362
11,14,13612.54545,0.041263779
11,14,513.2727273,0.001555886
11,14,9589.727273,0.029069389
11,14,21572.36364,0.065392416
11,14,2069.545455,0.006273424
12,1,1141.25,0.003773975
12,1,2481.333333,0.008205467
12,1,11850.58333,0.039188437
12,1,6277.666667,0.02075948
12,1,9859.916667,0.032605545
12,1,10868.83333,0.035941909
12,1,3206.583333,0.010603781
12,1,363.8333333,0.001203153
12,1,5614.083333,0.01856509
12,1,6675.416667,0.022074791
12,2,21072,0.06968254
12,2,1530.666667,0.005061728
12,2,1297.666667,0.004291226
12,2,1323.666667,0.004377205
12,2,6336,0.020952381
12,2,7686.833333,0.025419422
12,2,2053.333333,0.006790123
12,2,4393.25,0.014527943
12,2,1591.833333,0.005263999
12,2,1620.583333,0.005359072
12,3,1300.833333,0.004301698
12,3,2633.666667,0.008709215
12,3,2471.916667,0.008174328
12,3,663.5833333,0.002194389
12,3,1452.666667,0.004803792
12,3,6520.833333,0.021563602
12,3,8750.666667,0.02893739
12,3,1296.25,0.004286541
12,3,9593,0.031722884
12,3,4038.916667,0.013356206
12,4,3555.25,0.011756779
12,4,3623.5,0.011982474
12,4,5657.833333,0.018709766
12,4,7250,0.023974868
12,4,22426.25,0.07416088
12,4,5568.166667,0.01841325
12,4,2229.166667,0.007371583
12,4,192.5,0.000636574
12,4,11037.66667,0.03650022
12,4,8505.083333,0.028125276
12,5,3895.333333,0.012881393
12,5,3271.833333,0.010819555
12,5,24409.33333,0.080718695
12,5,876.75,0.002899306
12,5,3965.166667,0.013112324
12,5,1784.166667,0.005900022
12,5,6917.5,0.022875331
12,5,398.5833333,0.001318067
12,5,13935.91667,0.046084381
12,5,5476.25,0.018109292
12,6,7101.666667,0.023484347
12,6,1469.5,0.004859458
12,6,1369,0.004527116
12,6,1639.833333,0.005422729
12,6,2097.083333,0.006934799
12,6,182.8333333,0.000604608
12,6,8208.583333,0.027144786
12,6,1421.583333,0.004701003
12,6,11324,0.03744709
12,6,1286.25,0.004253472
12,7,3713.5,0.012280093
12,7,5649,0.018680556
12,7,1668.75,0.005518353
12,7,24374.25,0.080602679
12,7,14064.16667,0.046508488
12,7,24873.08333,0.08225226
12,7,4815.333333,0.015923721
12,7,1752.083333,0.005793926
12,7,2735.666667,0.009046517
12,7,3989.75,0.013193618
12,8,19031.75,0.062935681
12,8,6505.75,0.021513724
12,8,9133.25,0.030202546
12,8,20261.08333,0.067000937
12,8,4690.833333,0.015512015
12,8,4055.5,0.013411045
12,8,3571.833333,0.011811618
12,8,7249.416667,0.023972939
12,8,4915.5,0.01625496
12,8,6238.583333,0.020630236
12,9,2527.583333,0.00835841
12,9,8868.083333,0.029325672
12,9,1429.916667,0.00472856
12,9,5118.583333,0.016926532
12,9,2953.5,0.009766865
12,9,723.1666667,0.002391424
12,9,923.25,0.003053075
12,9,922.8333333,0.003051698
12,9,8379,0.027708333
12,9,15914.75,0.052628142
12,10,9752.333333,0.03224978
12,10,7971.75,0.026361607
12,10,11091.08333,0.036676863
12,10,11757.33333,0.038880071
12,10,3209.166667,0.010612324
12,10,15223.41667,0.050341986
12,10,4061.833333,0.013431989
12,10,7174.916667,0.023726576
12,10,23088.58333,0.076351135
12,10,3656.75,0.012092427
12,11,7157.666667,0.023669533
12,11,18199.91667,0.06018491
12,11,12357.58333,0.040865024
12,11,3864.75,0.012780258
12,11,1039.75,0.003438327
12,11,191.3333333,0.000632716
12,11,9729.5,0.032174272
12,11,4982.5,0.016476521
12,11,562.8333333,0.001861221
12,11,3461.75,0.011447586
12,12,10147,0.033554894
12,12,4807.166667,0.015896715
12,12,7841.333333,0.025930335
12,12,519.25,0.001717097
12,12,13126.41667,0.043407463
12,12,4805,0.01588955
12,12,6110.833333,0.020207782
12,12,1245.666667,0.004119268
12,12,544.75,0.001801422
12,12,8989.833333,0.029728285
12,13,7300.833333,0.024142967
12,13,2565.333333,0.008483245
12,13,167.6666667,0.000554453
12,13,10129.08333,0.033495646
12,13,7471.333333,0.02470679
12,13,2311,0.007642196
12,13,4426.25,0.01463707
12,13,6509.666667,0.021526675
12,13,754.5833333,0.002495315
12,13,2235.666667,0.007393078
12,14,3553.416667,0.011750716
12,14,5069.75,0.016765046
12,14,17927,0.059282407
12,14,319.25,0.001055721
12,14,2306.666667,0.007627866
12,14,2391.833333,0.007909502
12,14,8110.5,0.026820437
12,14,4397.666667,0.014542549
12,14,5563.666667,0.018398369
12,14,5027.666667,0.016625882
13,1,2008.615385,0.007195767
13,1,3010.307692,0.010784281
13,1,2438.538462,0.008735946
13,1,15888.76923,0.056920745
13,1,4089.230769,0.014649471
13,1,4910.615385,0.017592041
13,1,2221.153846,0.007957176
13,1,9693.692308,0.034727183
13,1,232.7692308,0.000833884
13,1,95.38461538,0.000341711
13,2,17928.46154,0.064227844
13,2,2000.538462,0.007166832
13,2,641.6153846,0.002298556
13,2,32973.69231,0.118126653
13,2,1565.923077,0.005609843
13,2,8176.923077,0.02929343
13,2,16191,0.058003472
13,2,920.1538462,0.003296407
13,2,5464.846154,0.019577546
13,2,11213.69231,0.040172509
13,3,418.2307692,0.001498291
13,3,3654.307692,0.01309138
13,3,3668.923077,0.013143739
13,3,6615,0.023697917
13,3,484.7692308,0.001736662
13,3,644.8461538,0.00231013
13,3,6161.230769,0.02207231
13,3,2031.923077,0.007279266
13,3,3722.076923,0.01333416
13,3,5515.538462,0.019759149
13,4,10287.61538,0.036854883
13,4,2037.538462,0.007299383
13,4,448.7692308,0.001607694
13,4,5163.230769,0.018497024
13,4,3793.230769,0.013589065
13,4,2822.461538,0.010111332
13,4,635.3846154,0.002276235
13,4,741.3076923,0.002655699
13,4,8322.769231,0.029815917
13,4,16457.76923,0.05895916
13,5,262.5384615,0.000940531
13,5,1377.692308,0.004935516
13,5,8654.153846,0.031003086
13,5,3472.923077,0.012441578
13,5,2431.923077,0.008712246
13,5,10668.61538,0.038219797
13,5,912.9230769,0.003270503
13,5,6989.769231,0.025040509
13,5,1136.153846,0.004070216
13,5,2366.923077,0.008479387
13,6,8392.384615,0.030065311
13,6,832.7692308,0.002983355
13,6,13146.84615,0.047097939
13,6,2548.923077,0.009131393
13,6,6080.230769,0.021782132
13,6,3363.923077,0.012051091
13,6,4522.923077,0.016203153
13,6,2999.461538,0.010745425
13,6,23818.23077,0.085327657
13,6,3321.230769,0.011898148
13,7,112.0769231,0.00040151
13,7,1972.538462,0.007066523
13,7,6358.769231,0.022779982
13,7,1649.384615,0.00590884
13,7,7874.769231,0.028210979
13,7,5206.846154,0.018653274
13,7,5301.769231,0.018993331
13,7,11810.46154,0.042310406
13,7,3927.846154,0.014071318
13,7,3877.076923,0.01388944
13,8,3360.846154,0.012040068
13,8,3280.461538,0.011752094
13,8,502.3076923,0.001799493
13,8,9402.923077,0.033685516
13,8,1432.769231,0.005132826
13,8,3565.769231,0.012774195
13,8,1610.076923,0.005768022
13,8,10650.61538,0.038155313
13,8,228.7692308,0.000819555
13,8,12623.76923,0.045224041
13,9,13806.53846,0.049461254
13,9,12521.23077,0.044856702
13,9,6732.538462,0.024118993
13,9,5238.538462,0.01876681
13,9,7221.153846,0.025869433
13,9,665.1538462,0.002382881
13,9,7875.384615,0.028213183
13,9,208.3846154,0.000746528
13,9,519.3076923,0.001860395
13,9,2277.615385,0.008159447
13,10,7109.923077,0.025470955
13,10,15259.07692,0.054664903
13,10,1651.384615,0.005916005
13,10,6285.615385,0.022517912
13,10,8914.153846,0.031934524
13,10,629.3076923,0.002254464
13,10,6470,0.023178461
13,10,350.3846154,0.001255236
13,10,6582.307692,0.023580798
13,10,2433.769231,0.00871886
13,11,338.5384615,0.001212798
13,11,4517.384615,0.016183311
13,11,1235.384615,0.004425705
13,11,12258.15385,0.043914242
13,11,5059.923077,0.018126929
13,11,12243.38462,0.043861332
13,11,7885.538462,0.028249559
13,11,2707.461538,0.00969935
13,11,5664.769231,0.020293761
13,11,17207.30769,0.061644345
13,12,13004.46154,0.046587853
13,12,8554.615385,0.030646495
13,12,5537.384615,0.019837412
13,12,150.5384615,0.000539297
13,12,7361.846154,0.026373457
13,12,314.1538462,0.001125441
13,12,12914.84615,0.04626681
13,12,2929.923077,0.010496307
13,12,4834.384615,0.017318948
13,12,550.5384615,0.001972277
13,13,1661.846154,0.005953483
13,13,12206.07692,0.043727679
13,13,2160.076923,0.007738371
13,13,1164.615385,0.004172178
13,13,4538.230769,0.016257992
13,13,4219.846154,0.015117394
13,13,4132.307692,0.014803792
13,13,1361.230769,0.004876543
13,13,3613.846154,0.012946429
13,13,1395.923077,0.005000827
13,14,39.61538462,0.00014192
13,14,7981.692308,0.028594026
13,14,4082.384615,0.014624945
13,14,13419.84615,0.048075948
13,14,6920.230769,0.024791391
13,14,3440.307692,0.012324735
13,14,11470.30769,0.041091821
13,14,23937.69231,0.085755622
13,14,7336.769231,0.02628362
13,14,17319.38462,0.062045855
14,1,1651.142857,0.00637015
14,1,10148.5,0.039153164
14,1,16174.21429,0.062400518
14,1,8037.214286,0.031007771
14,1,6271.142857,0.024194224
14,1,2939.714286,0.01134149
14,1,939.0714286,0.003622961
14,1,1843.071429,0.007110615
14,1,7918.714286,0.030550595
14,1,3686.428571,0.014222332
14,2,5768.142857,0.022253638
14,2,5575.5,0.021510417
14,2,14421.42857,0.055638228
14,2,5469.5,0.021101466
14,2,1073.428571,0.004141314
14,2,5876.142857,0.022670304
14,2,1345.857143,0.00519235
14,2,887.4285714,0.003423721
14,2,6112.285714,0.023581349
14,2,8518.428571,0.032864308
14,3,16252.71429,0.062703373
14,3,2808.928571,0.010836916
14,3,1217.642857,0.004697696
14,3,13200.14286,0.050926477
14,3,9398.714286,0.036260472
14,3,1306.5,0.005040509
14,3,18101.14286,0.069834656
14,3,6985.357143,0.02694968
14,3,5442.5,0.020997299
14,3,2065.428571,0.007968474
14,4,5674.642857,0.021892912
14,4,5670.785714,0.021878031
14,4,3648,0.014074074
14,4,488.1428571,0.001883267
14,4,2781.357143,0.010730545
14,4,278.1428571,0.001073082
14,4,3014.714286,0.011630842
14,4,3585.928571,0.013834601
14,4,2328.857143,0.008984788
14,4,511.0714286,0.001971726
14,5,17132.71429,0.066098435
14,5,14607.71429,0.056356922
14,5,1768.071429,0.006821263
14,5,2888.714286,0.011144731
14,5,3986.428571,0.01537974
14,5,435.6428571,0.001680721
14,5,254.2142857,0.000980765
14,5,5429.285714,0.020946318
14,5,10408.78571,0.040157352
14,5,1504.357143,0.005803847
14,6,3661.785714,0.01412726
14,6,39437.07143,0.152149195
14,6,170.5714286,0.000658069
14,6,348,0.001342593
14,6,1605,0.00619213
14,6,2030.285714,0.007832892
14,6,799.3571429,0.00308394
14,6,7094.357143,0.027370205
14,6,10494.21429,0.040486938
14,6,2746.857143,0.010597443
14,7,4395.714286,0.016958774
14,7,1401.928571,0.005408675
14,7,2163.285714,0.00834601
14,7,2796.857143,0.010790344
14,7,2999.214286,0.011571043
14,7,980.5,0.003782793
14,7,804.0714286,0.003102127
14,7,9876,0.038101852
14,7,2084.785714,0.008043155
14,7,4325.857143,0.016689264
14,8,5982.642857,0.023081184
14,8,5533.428571,0.021348104
14,8,351.9285714,0.001357749
14,8,4444.214286,0.017145888
14,8,1771.5,0.006834491
14,8,47.42857143,0.000182981
14,8,1497.785714,0.005778494
14,8,127.4285714,0.000491623
14,8,3459.928571,0.01334849
14,8,9800.285714,0.037809744
14,9,14452.28571,0.055757275
14,9,5581.142857,0.021532187
14,9,11979.07143,0.046215553
14,9,8246,0.031813272
14,9,5350.357143,0.02064181
14,9,3873.714286,0.014944885
14,9,11200.85714,0.043213183
14,9,10310.85714,0.039779541
14,9,7418.928571,0.02862241
14,9,1258.071429,0.004853671
14,10,6722.857143,0.025936949
14,10,331,0.001277006
14,10,7236,0.027916667
14,10,290.5714286,0.001121032
14,10,1106.071429,0.004267251
14,10,2594.5,0.010009645
14,10,9111.857143,0.03515377
14,10,15429.28571,0.059526565
14,10,3173,0.012241512
14,10,4624.142857,0.017840057
14,11,941.2142857,0.003631228
14,11,6405.5,0.024712577
14,11,16794.92857,0.064795249
14,11,3211.642857,0.012390597
14,11,7609.357143,0.029357088
14,11,187,0.000721451
14,11,437.0714286,0.001686232
14,11,4568.428571,0.01762511
14,11,2507.714286,0.009674824
14,11,1171.642857,0.004520227
14,12,5077.857143,0.019590498
14,12,6669.214286,0.025729993
14,12,11749.78571,0.045330963
14,12,652.9285714,0.002519015
14,12,77.5,0.000298997
14,12,9087.571429,0.035060075
14,12,4475.928571,0.017268243
14,12,5166.142857,0.019931107
14,12,2198.214286,0.008480765
14,12,3114.642857,0.012016369
14,13,3292.5,0.012702546
14,13,1200.428571,0.004631283
14,13,323.5714286,0.001248347
14,13,5913.571429,0.022814705
14,13,1709.357143,0.006594742
14,13,7487.428571,0.028886684
14,13,8167.928571,0.03151207
14,13,6526.857143,0.025180776
14,13,5736.214286,0.022130456
14,13,4328.428571,0.016699184
14,14,11913.14286,0.045961199
14,14,274.9285714,0.001060681
14,14,7108.071429,0.027423115
14,14,9244.928571,0.035667163
14,14,10195.57143,0.039334766
14,14,9743.214286,0.037589561
14,14,7271.928571,0.02805528
14,14,1252.785714,0.004833278
14,14,724.7857143,0.002796241
14,14,3766.142857,0.014529872
